名称,年份,地区生产总值(万元)
河南省洛阳市宜阳县,2006,573380.0
河南省洛阳市宜阳县,2007,765810.0
河南省洛阳市宜阳县,2008,959054.0
河南省洛阳市宜阳县,2009,1075050.0
河南省洛阳市宜阳县,2010,1279162.0
河南省洛阳市宜阳县,2011,1542524.0
河南省洛阳市宜阳县,2012,1752567.0
河南省洛阳市宜阳县,2013,1946139.0
河南省洛阳市宜阳县,2014,2077595.0
河南省洛阳市宜阳县,2015,2246557.0
河南省洛阳市宜阳县,2016,2470453.0
河南省洛阳市宜阳县,2017,2769794.0
河南省洛阳市宜阳县,2018,3016723.0
河南省洛阳市宜阳县,2019,3061640.0
河南省洛阳市宜阳县,2020,3175597.0
河南省洛阳市洛宁县,2000,129166.0
河南省洛阳市洛宁县,2001,134557.0
河南省洛阳市洛宁县,2002,158688.0
河南省洛阳市洛宁县,2003,187189.0
河南省洛阳市洛宁县,2004,246996.0
河南省洛阳市洛宁县,2005,335184.0
河南省洛阳市洛宁县,2006,410634.0
河南省洛阳市洛宁县,2007,521873.0
河南省洛阳市洛宁县,2008,666057.0
河南省洛阳市洛宁县,2009,787205.0
河南省洛阳市洛宁县,2010,931206.0
河南省洛阳市洛宁县,2011,1169451.0
河南省洛阳市洛宁县,2012,1325036.0
河南省洛阳市洛宁县,2013,1387703.0
河南省洛阳市洛宁县,2014,1438018.0
河南省洛阳市洛宁县,2015,1582671.0
河南省洛阳市洛宁县,2016,1695729.0
河南省洛阳市洛宁县,2017,1895344.0
河南省洛阳市洛宁县,2018,2080286.0
河南省洛阳市洛宁县,2019,2051061.0
河南省洛阳市洛宁县,2020,2084783.0
河南省洛阳市伊川县,2000,271815.0
河南省洛阳市伊川县,2001,304353.0
河南省洛阳市伊川县,2002,391914.0
河南省洛阳市伊川县,2003,574394.0
河南省洛阳市伊川县,2004,817818.0
河南省洛阳市伊川县,2005,1233524.0
河南省洛阳市伊川县,2006,1452928.0
河南省洛阳市伊川县,2007,1830086.0
河南省洛阳市伊川县,2008,2046277.0
河南省洛阳市伊川县,2009,2048778.0
河南省洛阳市伊川县,2010,2287718.0
河南省洛阳市伊川县,2011,2729136.0
河南省洛阳市伊川县,2012,2768436.0
河南省洛阳市伊川县,2013,2751328.0
河南省洛阳市伊川县,2014,2810272.0
河南省洛阳市伊川县,2015,3014855.0
河南省洛阳市伊川县,2016,3287059.0
河南省洛阳市伊川县,2017,3743171.0
河南省洛阳市伊川县,2018,4041624.0
河南省洛阳市伊川县,2019,4195538.0
河南省洛阳市伊川县,2020,4276907.0
河南省洛阳市偃师市,2000,805107.0
河南省洛阳市偃师市,2001,884894.0
河南省洛阳市偃师市,2002,1009430.0
河南省洛阳市偃师市,2003,1239326.0
河南省洛阳市偃师市,2004,1625772.0
河南省洛阳市偃师市,2005,1875395.0
河南省洛阳市偃师市,2006,2246497.0
河南省洛阳市偃师市,2007,2677355.0
河南省洛阳市偃师市,2008,3224459.0
河南省洛阳市偃师市,2009,3350779.0
河南省洛阳市偃师市,2010,3721207.0
河南省洛阳市偃师市,2011,3822539.0
河南省洛阳市偃师市,2012,4321509.0
河南省洛阳市偃师市,2013,3569317.0
河南省洛阳市偃师市,2014,3806238.0
河南省洛阳市偃师市,2015,4141779.0
河南省洛阳市偃师市,2016,4498387.0
河南省洛阳市偃师市,2017,5085957.0
河南省洛阳市偃师市,2018,5432761.0
河南省洛阳市偃师市,2019,4435738.0
河南省洛阳市偃师市,2020,4401559.0
河南省平顶山市宝丰县,2000,307608.0
河南省平顶山市宝丰县,2001,318956.0
河南省平顶山市宝丰县,2002,351011.0
河南省平顶山市宝丰县,2003,400753.0
河南省平顶山市宝丰县,2004,513501.0
河南省平顶山市宝丰县,2005,615695.0
河南省平顶山市宝丰县,2006,760583.0
河南省平顶山市宝丰县,2007,922943.0
河南省平顶山市宝丰县,2008,1192818.0
河南省平顶山市宝丰县,2009,1275910.0
河南省平顶山市宝丰县,2010,1559161.0
河南省平顶山市宝丰县,2011,2021809.0
河南省平顶山市宝丰县,2012,2232963.0
河南省平顶山市宝丰县,2013,2329909.0
河南省平顶山市宝丰县,2014,2484167.0
河南省平顶山市宝丰县,2015,2466274.0
河南省平顶山市宝丰县,2016,2626105.0
河南省平顶山市宝丰县,2017,3142079.0
河南省平顶山市宝丰县,2018,3274200.0
河南省平顶山市宝丰县,2019,3240763.0
河南省平顶山市宝丰县,2020,3384200.0
河南省平顶山市叶县,2000,274817.0
河南省平顶山市叶县,2001,301948.0
河南省平顶山市叶县,2002,326404.0
河南省平顶山市叶县,2003,370241.0
河南省平顶山市叶县,2004,447937.0
河南省平顶山市叶县,2005,558480.0
河南省平顶山市叶县,2006,678872.0
河南省平顶山市叶县,2007,831479.0
河南省平顶山市叶县,2008,1082640.0
河南省平顶山市叶县,2009,1171487.0
河南省平顶山市叶县,2010,1336714.0
河南省平顶山市叶县,2011,1528982.0
河南省平顶山市叶县,2012,1682730.0
河南省平顶山市叶县,2013,1870677.0
河南省平顶山市叶县,2014,1985959.0
河南省平顶山市叶县,2015,2016225.0
河南省平顶山市叶县,2016,2160446.0
河南省平顶山市叶县,2017,2083155.0
河南省平顶山市叶县,2018,2249300.0
河南省平顶山市叶县,2019,2070249.0
河南省平顶山市叶县,2020,2241205.0
河南省平顶山市鲁山县,2000,191387.0
河南省平顶山市鲁山县,2001,203770.0
河南省平顶山市鲁山县,2002,215484.0
河南省平顶山市鲁山县,2003,234877.0
河南省平顶山市鲁山县,2004,288086.0
河南省平顶山市鲁山县,2005,355298.0
河南省平顶山市鲁山县,2006,448271.0
河南省平顶山市鲁山县,2007,531787.0
河南省平顶山市鲁山县,2008,646348.0
河南省平顶山市鲁山县,2009,672369.0
河南省平顶山市鲁山县,2010,757270.0
河南省平顶山市鲁山县,2011,910462.0
河南省平顶山市鲁山县,2012,1101106.0
河南省平顶山市鲁山县,2013,1174530.0
河南省平顶山市鲁山县,2014,1304504.0
河南省平顶山市鲁山县,2015,1407598.0
河南省平顶山市鲁山县,2016,1510192.0
河南省平顶山市鲁山县,2017,1700811.0
河南省平顶山市鲁山县,2018,1816600.0
河南省平顶山市鲁山县,2019,1606344.0
河南省平顶山市鲁山县,2020,1730252.0
河南省平顶山市郏县,2000,216620.0
河南省平顶山市郏县,2001,235619.0
河南省平顶山市郏县,2002,253006.0
河南省平顶山市郏县,2003,285923.0
河南省平顶山市郏县,2004,359667.0
河南省平顶山市郏县,2005,444569.0
河南省平顶山市郏县,2006,520075.0
河南省平顶山市郏县,2007,619284.0
河南省平顶山市郏县,2008,771098.0
河南省平顶山市郏县,2009,840735.0
河南省平顶山市郏县,2010,980200.0
河南省平顶山市郏县,2011,1155468.0
河南省平顶山市郏县,2012,1206949.0
河南省平顶山市郏县,2013,1339405.0
河南省平顶山市郏县,2014,1423435.0
河南省平顶山市郏县,2015,1492993.0
河南省平顶山市郏县,2016,1618314.0
河南省平顶山市郏县,2017,1775075.0
河南省平顶山市郏县,2018,1860100.0
河南省平顶山市郏县,2019,1738272.0
河南省平顶山市郏县,2020,2070375.0
河南省平顶山市舞钢市,2000,145674.0
河南省平顶山市舞钢市,2001,191174.0
河南省平顶山市舞钢市,2002,213801.0
河南省平顶山市舞钢市,2003,278336.0
河南省平顶山市舞钢市,2004,400627.0
河南省平顶山市舞钢市,2005,505490.0
河南省平顶山市舞钢市,2006,644060.0
河南省平顶山市舞钢市,2007,863890.0
河南省平顶山市舞钢市,2008,1138850.0
河南省平顶山市舞钢市,2009,986079.0
河南省平顶山市舞钢市,2010,1092849.0
河南省平顶山市舞钢市,2011,1130657.0
河南省平顶山市舞钢市,2012,1027791.0
河南省平顶山市舞钢市,2013,1019214.0
河南省平顶山市舞钢市,2014,1074796.0
河南省平顶山市舞钢市,2015,1181578.0
河南省平顶山市舞钢市,2016,1265211.0
河南省平顶山市舞钢市,2017,1289809.0
河南省平顶山市舞钢市,2018,1371000.0
河南省平顶山市舞钢市,2019,1360739.0
河南省平顶山市舞钢市,2020,1408807.0
河南省平顶山市汝州市,2000,602500.0
河南省平顶山市汝州市,2001,647900.0
河南省平顶山市汝州市,2002,694500.0
河南省平顶山市汝州市,2003,765400.0
河南省平顶山市汝州市,2004,985300.0
河南省平顶山市汝州市,2005,1142400.0
河南省平顶山市汝州市,2006,1349900.0
河南省平顶山市汝州市,2007,1635200.0
河南省平顶山市汝州市,2008,2101800.0
河南省平顶山市汝州市,2009,2272800.0
河南省平顶山市汝州市,2010,2585700.0
河南省平顶山市汝州市,2011,2839800.0
河南省平顶山市汝州市,2012,3204300.0
河南省平顶山市汝州市,2013,3316600.0
河南省平顶山市汝州市,2014,3478000.0
河南省平顶山市汝州市,2015,3623300.0
河南省平顶山市汝州市,2016,3961500.0
河南省平顶山市汝州市,2017,4306300.0
河南省平顶山市汝州市,2018,4680200.0
河南省平顶山市汝州市,2019,4757299.0
河南省平顶山市汝州市,2020,4855011.0
河南省安阳市安阳县,2000,373169.0
河南省安阳市安阳县,2001,406864.0
河南省安阳市安阳县,2002,451288.0
河南省安阳市安阳县,2003,477286.0
河南省安阳市安阳县,2004,667155.0
河南省安阳市安阳县,2005,979735.0
河南省安阳市安阳县,2006,1227252.0
河南省安阳市安阳县,2007,1521014.0
河南省安阳市安阳县,2008,2121462.0
河南省安阳市安阳县,2009,2395008.0
河南省安阳市安阳县,2010,2858389.0
河南省安阳市安阳县,2011,3295385.0
河南省安阳市安阳县,2012,3459509.0
河南省安阳市安阳县,2013,3460856.0
河南省安阳市安阳县,2014,3439429.0
河南省安阳市安阳县,2015,3402361.0
河南省安阳市安阳县,2016,3718459.0
河南省安阳市安阳县,2017,4020298.0
河南省安阳市安阳县,2018,3568900.0
河南省安阳市安阳县,2019,920465.0
河南省安阳市安阳县,2020,988039.0
河南省安阳市汤阴县,2000,194815.0
河南省安阳市汤阴县,2001,214441.0
河南省安阳市汤阴县,2002,231009.0
河南省安阳市汤阴县,2003,260204.0
河南省安阳市汤阴县,2004,323372.0
河南省安阳市汤阴县,2005,432860.0
河南省安阳市汤阴县,2006,511269.0
河南省安阳市汤阴县,2007,770052.0
河南省安阳市汤阴县,2008,899923.0
河南省安阳市汤阴县,2009,920902.0
河南省安阳市汤阴县,2010,1102366.0
河南省安阳市汤阴县,2011,1198427.0
河南省安阳市汤阴县,2012,1283678.0
河南省安阳市汤阴县,2013,1358052.0
河南省安阳市汤阴县,2014,1503814.0
河南省安阳市汤阴县,2015,1640007.0
河南省安阳市汤阴县,2016,1843740.0
河南省安阳市汤阴县,2017,2086517.0
河南省安阳市汤阴县,2018,2241076.0
河南省安阳市汤阴县,2019,1624934.0
河南省安阳市汤阴县,2020,1728723.0
河南省安阳市滑县,2000,312800.0
河南省安阳市滑县,2001,339200.0
河南省安阳市滑县,2002,368400.0
河南省安阳市滑县,2003,397000.0
河南省安阳市滑县,2004,506300.0
河南省安阳市滑县,2005,659400.0
河南省安阳市滑县,2006,765000.0
河南省安阳市滑县,2007,943300.0
河南省安阳市滑县,2008,1170700.0
河南省安阳市滑县,2009,1232100.0
河南省安阳市滑县,2010,1367100.0
河南省安阳市滑县,2011,1525600.0
河南省安阳市滑县,2012,1638300.0
河南省安阳市滑县,2013,1830300.0
河南省安阳市滑县,2014,1987000.0
河南省安阳市滑县,2015,2113000.0
河南省安阳市滑县,2016,2289200.0
河南省安阳市滑县,2017,2473000.0
河南省安阳市滑县,2018,2635491.0
河南省安阳市滑县,2019,3726026.0
河南省安阳市滑县,2020,3916969.0
河南省安阳市内黄县,2000,250973.0
河南省安阳市内黄县,2001,275980.0
河南省安阳市内黄县,2002,298611.0
河南省安阳市内黄县,2003,318773.0
河南省安阳市内黄县,2004,384277.0
河南省安阳市内黄县,2005,473300.0
河南省安阳市内黄县,2006,553748.0
河南省安阳市内黄县,2007,683511.0
河南省安阳市内黄县,2008,846719.0
河南省安阳市内黄县,2009,870373.0
河南省安阳市内黄县,2010,1006349.0
河南省安阳市内黄县,2011,1150638.0
河南省安阳市内黄县,2012,1290750.0
河南省安阳市内黄县,2013,1449470.0
河南省安阳市内黄县,2014,1634585.0
河南省安阳市内黄县,2015,1762816.0
河南省安阳市内黄县,2016,1997788.0
河南省安阳市内黄县,2017,2236094.0
河南省安阳市内黄县,2018,2316614.0
河南省安阳市内黄县,2019,1680693.0
河南省安阳市内黄县,2020,1842226.0
河南省安阳市林州市,2000,425892.0
河南省安阳市林州市,2001,465401.0
河南省安阳市林州市,2002,506665.0
河南省安阳市林州市,2003,587093.0
河南省安阳市林州市,2004,807938.0
河南省安阳市林州市,2005,1113220.0
河南省安阳市林州市,2006,1360099.0
河南省安阳市林州市,2007,1726399.0
河南省安阳市林州市,2008,2307463.0
河南省安阳市林州市,2009,2718820.0
河南省安阳市林州市,2010,3164804.0
河南省安阳市林州市,2011,3684403.0
河南省安阳市林州市,2012,4037843.0
河南省安阳市林州市,2013,4241275.0
河南省安阳市林州市,2014,4464927.0
河南省安阳市林州市,2015,4554663.0
河南省安阳市林州市,2016,4917412.0
河南省安阳市林州市,2017,5515664.0
河南省安阳市林州市,2018,5909120.0
河南省安阳市林州市,2019,5358747.0
河南省安阳市林州市,2020,5598965.0
河南省鹤壁市淇滨区,2009,671700.0
河南省鹤壁市淇滨区,2010,794800.0
河南省鹤壁市淇滨区,2011,935200.0
河南省鹤壁市淇滨区,2012,1080700.0
河南省鹤壁市淇滨区,2013,1144700.0
河南省鹤壁市淇滨区,2014,1367800.0
河南省鹤壁市淇滨区,2015,1483600.0
河南省鹤壁市淇滨区,2016,1625700.0
河南省鹤壁市淇滨区,2017,1872200.0
河南省鹤壁市淇滨区,2018,2043300.0
河南省鹤壁市淇滨区,2019,2462400.0
河南省鹤壁市淇滨区,2020,2557800.0
河南省鹤壁市浚县,2000,227209.0
河南省鹤壁市浚县,2001,246646.0
河南省鹤壁市浚县,2002,265761.0
河南省鹤壁市浚县,2003,315216.0
河南省鹤壁市浚县,2004,401274.0
河南省鹤壁市浚县,2005,467370.0
河南省鹤壁市浚县,2006,547342.0
河南省鹤壁市浚县,2007,659753.0
河南省鹤壁市浚县,2008,752385.0
河南省鹤壁市浚县,2009,826802.0
河南省鹤壁市浚县,2010,963146.0
河南省鹤壁市浚县,2011,1174772.0
河南省鹤壁市浚县,2012,1212153.0
河南省鹤壁市浚县,2013,1412973.0
河南省鹤壁市浚县,2014,1615334.0
河南省鹤壁市浚县,2015,1694796.0
河南省鹤壁市浚县,2016,1796810.0
河南省鹤壁市浚县,2017,1994307.0
河南省鹤壁市浚县,2018,2155000.0
河南省鹤壁市浚县,2019,2866976.0
河南省鹤壁市浚县,2020,2737279.0
河南省鹤壁市淇县,2000,207056.0
河南省鹤壁市淇县,2001,224454.0
河南省鹤壁市淇县,2002,246420.0
河南省鹤壁市淇县,2003,288416.0
河南省鹤壁市淇县,2004,394910.0
河南省鹤壁市淇县,2005,487633.0
河南省鹤壁市淇县,2006,607436.0
河南省鹤壁市淇县,2007,724851.0
河南省鹤壁市淇县,2008,929813.0
河南省鹤壁市淇县,2009,998985.0
河南省鹤壁市淇县,2010,1106338.0
河南省鹤壁市淇县,2011,1295084.0
河南省鹤壁市淇县,2012,1461963.0
河南省鹤壁市淇县,2013,1705915.0
河南省鹤壁市淇县,2014,1969060.0
河南省鹤壁市淇县,2015,2039388.0
河南省鹤壁市淇县,2016,2227055.0
河南省鹤壁市淇县,2017,2401757.0
河南省鹤壁市淇县,2018,2463031.0
河南省鹤壁市淇县,2019,2448586.0
河南省鹤壁市淇县,2020,2418737.0
河南省新乡市卫滨区,2009,525300.0
河南省新乡市卫滨区,2010,582400.0
河南省新乡市卫滨区,2011,742500.0
河南省新乡市卫滨区,2012,851100.0
河南省新乡市卫滨区,2013,929200.0
河南省新乡市卫滨区,2014,1027200.0
河南省新乡市卫滨区,2015,1047300.0
河南省新乡市卫滨区,2016,1123700.0
河南省新乡市卫滨区,2017,1257500.0
河南省新乡市卫滨区,2018,1395800.0
河南省新乡市卫滨区,2019,1288700.0
河南省新乡市卫滨区,2020,1187000.0
河南省新乡市凤泉区,2009,420700.0
河南省新乡市凤泉区,2010,588400.0
河南省新乡市凤泉区,2011,718300.0
河南省新乡市凤泉区,2012,784700.0
河南省新乡市凤泉区,2013,799600.0
河南省新乡市凤泉区,2014,857900.0
河南省新乡市凤泉区,2015,848500.0
河南省新乡市凤泉区,2016,894600.0
河南省新乡市凤泉区,2017,923500.0
河南省新乡市凤泉区,2018,999200.0
河南省新乡市凤泉区,2019,792900.0
河南省新乡市凤泉区,2020,802600.0
河南省新乡市牧野区,2009,868200.0
河南省新乡市牧野区,2010,1066600.0
河南省新乡市牧野区,2011,1274200.0
河南省新乡市牧野区,2012,1404100.0
河南省新乡市牧野区,2013,1402200.0
河南省新乡市牧野区,2014,1391100.0
河南省新乡市牧野区,2015,1422800.0
河南省新乡市牧野区,2016,1580900.0
河南省新乡市牧野区,2017,1653500.0
河南省新乡市牧野区,2018,1827900.0
河南省新乡市牧野区,2019,2152000.0
河南省新乡市牧野区,2020,2150600.0
河南省新乡市新乡县,2000,360831.0
河南省新乡市新乡县,2001,384535.0
河南省新乡市新乡县,2002,419599.0
河南省新乡市新乡县,2003,459366.0
河南省新乡市新乡县,2004,419810.0
河南省新乡市新乡县,2005,546838.0
河南省新乡市新乡县,2006,697118.0
河南省新乡市新乡县,2007,946944.0
河南省新乡市新乡县,2008,1227263.0
河南省新乡市新乡县,2009,1334569.0
河南省新乡市新乡县,2010,1580945.0
河南省新乡市新乡县,2011,1976120.0
河南省新乡市新乡县,2012,1810424.0
河南省新乡市新乡县,2013,1969806.0
河南省新乡市新乡县,2014,2008451.0
河南省新乡市新乡县,2015,2029330.0
河南省新乡市新乡县,2016,2121701.0
河南省新乡市新乡县,2017,1847336.0
河南省新乡市新乡县,2018,1892767.0
河南省新乡市新乡县,2019,2112670.0
河南省新乡市新乡县,2020,2176865.0
河南省新乡市获嘉县,2000,189457.0
河南省新乡市获嘉县,2001,211481.0
河南省新乡市获嘉县,2002,219469.0
河南省新乡市获嘉县,2003,235745.0
河南省新乡市获嘉县,2004,307544.0
河南省新乡市获嘉县,2005,357091.0
河南省新乡市获嘉县,2006,356796.0
河南省新乡市获嘉县,2007,396244.0
河南省新乡市获嘉县,2008,473338.0
河南省新乡市获嘉县,2009,474717.0
河南省新乡市获嘉县,2010,530486.0
河南省新乡市获嘉县,2011,672178.0
河南省新乡市获嘉县,2012,764015.0
河南省新乡市获嘉县,2013,801948.0
河南省新乡市获嘉县,2014,913950.0
河南省新乡市获嘉县,2015,935347.0
河南省新乡市获嘉县,2016,1012169.0
河南省新乡市获嘉县,2017,1099239.0
河南省新乡市获嘉县,2018,1138871.0
河南省新乡市获嘉县,2019,1534813.0
河南省新乡市获嘉县,2020,1701071.0
河南省新乡市原阳县,2000,215453.0
河南省新乡市原阳县,2001,230822.0
河南省新乡市原阳县,2002,233016.0
河南省新乡市原阳县,2003,236963.0
河南省新乡市原阳县,2004,302183.0
河南省新乡市原阳县,2005,325310.0
河南省新乡市原阳县,2006,411655.0
河南省新乡市原阳县,2007,519829.0
河南省新乡市原阳县,2008,641264.0
河南省新乡市原阳县,2009,659925.0
河南省新乡市原阳县,2010,763353.0
河南省新乡市原阳县,2011,915831.0
河南省新乡市原阳县,2012,928978.0
河南省新乡市原阳县,2013,963890.0
河南省新乡市原阳县,2014,1090833.0
河南省新乡市原阳县,2015,1168515.0
河南省新乡市原阳县,2016,1286070.0
河南省新乡市原阳县,2017,1515300.0
河南省新乡市原阳县,2018,1631700.0
河南省新乡市原阳县,2019,2320256.0
河南省新乡市原阳县,2020,2473184.0
河南省新乡市延津县,2000,150072.0
河南省新乡市延津县,2001,168547.0
河南省新乡市延津县,2002,187496.0
河南省新乡市延津县,2003,215334.0
河南省新乡市延津县,2004,288037.0
河南省新乡市延津县,2005,358197.0
河南省新乡市延津县,2006,380562.0
河南省新乡市延津县,2007,462147.0
河南省新乡市延津县,2008,563225.0
河南省新乡市延津县,2009,624216.0
河南省新乡市延津县,2010,747811.0
河南省新乡市延津县,2011,929987.0
河南省新乡市延津县,2012,921036.0
河南省新乡市延津县,2013,1017225.0
河南省新乡市延津县,2014,1140937.0
河南省新乡市延津县,2015,1172959.0
河南省新乡市延津县,2016,1297850.0
河南省新乡市延津县,2017,1400970.0
河南省新乡市延津县,2018,1421069.0
河南省新乡市延津县,2019,1475142.0
河南省新乡市延津县,2020,1537075.0
河南省新乡市封丘县,2000,190405.0
河南省新乡市封丘县,2001,206873.0
河南省新乡市封丘县,2002,228815.0
河南省新乡市封丘县,2003,236458.0
河南省新乡市封丘县,2004,301036.0
河南省新乡市封丘县,2005,341473.0
河南省新乡市封丘县,2006,390958.0
河南省新乡市封丘县,2007,465584.0
河南省新乡市封丘县,2008,583369.0
河南省新乡市封丘县,2009,599125.0
河南省新乡市封丘县,2010,700712.0
河南省新乡市封丘县,2011,833857.0
河南省新乡市封丘县,2012,953670.0
河南省新乡市封丘县,2013,1016592.0
河南省新乡市封丘县,2014,1100947.0
河南省新乡市封丘县,2015,1183264.0
河南省新乡市封丘县,2016,1316314.0
河南省新乡市封丘县,2017,1458734.0
河南省新乡市封丘县,2018,1571279.0
河南省新乡市封丘县,2019,2330300.0
河南省新乡市封丘县,2020,2397980.0
河南省新乡市卫辉市,2000,218481.0
河南省新乡市卫辉市,2001,227778.0
河南省新乡市卫辉市,2002,246457.0
河南省新乡市卫辉市,2003,264966.0
河南省新乡市卫辉市,2004,317823.0
河南省新乡市卫辉市,2005,369578.0
河南省新乡市卫辉市,2006,426433.0
河南省新乡市卫辉市,2007,537991.0
河南省新乡市卫辉市,2008,663980.0
河南省新乡市卫辉市,2009,671932.0
河南省新乡市卫辉市,2010,802202.0
河南省新乡市卫辉市,2011,935645.0
河南省新乡市卫辉市,2012,1036441.0
河南省新乡市卫辉市,2013,1064233.0
河南省新乡市卫辉市,2014,1140391.0
河南省新乡市卫辉市,2015,965470.0
河南省新乡市卫辉市,2016,1070342.0
河南省新乡市卫辉市,2017,1200381.0
河南省新乡市卫辉市,2018,1286153.0
河南省新乡市卫辉市,2019,1706278.0
河南省新乡市卫辉市,2020,1775169.0
河南省新乡市辉县市,2000,434038.0
河南省新乡市辉县市,2001,481614.0
河南省新乡市辉县市,2002,533139.0
河南省新乡市辉县市,2003,593500.0
河南省新乡市辉县市,2004,754242.0
河南省新乡市辉县市,2005,848383.0
河南省新乡市辉县市,2006,977602.0
河南省新乡市辉县市,2007,1183378.0
河南省新乡市辉县市,2008,1515745.0
河南省新乡市辉县市,2009,1668585.0
河南省新乡市辉县市,2010,2072674.0
河南省新乡市辉县市,2011,2561278.0
河南省新乡市辉县市,2012,2765802.0
河南省新乡市辉县市,2013,2895949.0
河南省新乡市辉县市,2014,3039179.0
河南省新乡市辉县市,2015,3067775.0
河南省新乡市辉县市,2016,3339840.0
河南省新乡市辉县市,2017,3670726.0
河南省新乡市辉县市,2018,3787444.0
河南省新乡市辉县市,2019,3388128.0
河南省新乡市辉县市,2020,3469712.0
河南省新乡市长垣市,2000,267900.0
河南省新乡市长垣市,2001,299000.0
河南省新乡市长垣市,2002,329600.0
河南省新乡市长垣市,2003,371400.0
河南省新乡市长垣市,2004,480600.0
河南省新乡市长垣市,2005,599200.0
河南省新乡市长垣市,2006,720800.0
河南省新乡市长垣市,2007,871500.0
河南省新乡市长垣市,2008,1092800.0
河南省新乡市长垣市,2009,1190800.0
河南省新乡市长垣市,2010,1420900.0
河南省新乡市长垣市,2011,1742300.0
河南省新乡市长垣市,2012,1938100.0
河南省新乡市长垣市,2013,2266400.0
河南省新乡市长垣市,2014,2503300.0
河南省新乡市长垣市,2015,2717700.0
河南省新乡市长垣市,2016,3024300.0
河南省新乡市长垣市,2017,3379800.0
河南省新乡市长垣市,2018,3685700.0
河南省新乡市长垣市,2019,4693208.0
河南省新乡市长垣市,2020,4901664.0
河南省焦作市修武县,2000,155579.0
河南省焦作市修武县,2001,166671.0
河南省焦作市修武县,2002,185666.0
河南省焦作市修武县,2003,257354.0
河南省焦作市修武县,2004,369617.0
河南省焦作市修武县,2005,502536.0
河南省焦作市修武县,2006,669350.0
河南省焦作市修武县,2007,715791.0
河南省焦作市修武县,2008,768011.0
河南省焦作市修武县,2009,784857.0
河南省焦作市修武县,2010,882187.0
河南省焦作市修武县,2011,984665.0
河南省焦作市修武县,2012,935764.0
河南省焦作市修武县,2013,1000798.0
河南省焦作市修武县,2014,1113285.0
河南省焦作市修武县,2015,1142120.0
河南省焦作市修武县,2016,1246709.0
河南省焦作市修武县,2017,1358582.0
河南省焦作市修武县,2018,1438571.0
河南省焦作市修武县,2019,1506531.0
河南省焦作市修武县,2020,1391571.0
河南省焦作市博爱县,2000,296217.0
河南省焦作市博爱县,2001,327850.0
河南省焦作市博爱县,2002,360509.0
河南省焦作市博爱县,2003,430435.0
河南省焦作市博爱县,2004,606708.0
河南省焦作市博爱县,2005,829843.0
河南省焦作市博爱县,2006,976485.0
河南省焦作市博爱县,2007,1204855.0
河南省焦作市博爱县,2008,1430378.0
河南省焦作市博爱县,2009,1481385.0
河南省焦作市博爱县,2010,1595044.0
河南省焦作市博爱县,2011,1839281.0
河南省焦作市博爱县,2012,1813353.0
河南省焦作市博爱县,2013,1997972.0
河南省焦作市博爱县,2014,2168997.0
河南省焦作市博爱县,2015,2247842.0
河南省焦作市博爱县,2016,2408837.0
河南省焦作市博爱县,2017,2605347.0
河南省焦作市博爱县,2018,2684355.0
河南省焦作市博爱县,2019,2930000.0
河南省焦作市博爱县,2020,1580896.0
河南省焦作市武陟县,2000,284242.0
河南省焦作市武陟县,2001,314189.0
河南省焦作市武陟县,2002,348994.0
河南省焦作市武陟县,2003,403174.0
河南省焦作市武陟县,2004,572873.0
河南省焦作市武陟县,2005,811109.0
河南省焦作市武陟县,2006,1016021.0
河南省焦作市武陟县,2007,1282718.0
河南省焦作市武陟县,2008,1558551.0
河南省焦作市武陟县,2009,1577663.0
河南省焦作市武陟县,2010,1921904.0
河南省焦作市武陟县,2011,2223361.0
河南省焦作市武陟县,2012,2164999.0
河南省焦作市武陟县,2013,2499244.0
河南省焦作市武陟县,2014,2772508.0
河南省焦作市武陟县,2015,2913284.0
河南省焦作市武陟县,2016,3180412.0
河南省焦作市武陟县,2017,3477803.0
河南省焦作市武陟县,2018,3635174.0
河南省焦作市武陟县,2019,4632613.0
河南省焦作市武陟县,2020,3367522.0
河南省焦作市温县,2000,257563.0
河南省焦作市温县,2001,284028.0
河南省焦作市温县,2002,313071.0
河南省焦作市温县,2003,371320.0
河南省焦作市温县,2004,501094.0
河南省焦作市温县,2005,691722.0
河南省焦作市温县,2006,832833.0
河南省焦作市温县,2007,1033925.0
河南省焦作市温县,2008,1240347.0
河南省焦作市温县,2009,1297542.0
河南省焦作市温县,2010,1477584.0
河南省焦作市温县,2011,1736220.0
河南省焦作市温县,2012,1901021.0
河南省焦作市温县,2013,2107155.0
河南省焦作市温县,2014,2294981.0
河南省焦作市温县,2015,2441720.0
河南省焦作市温县,2016,2632882.0
河南省焦作市温县,2017,2867290.0
河南省焦作市温县,2018,2966200.0
河南省焦作市温县,2019,2909553.0
河南省焦作市温县,2020,2167864.0
河南省焦作市沁阳市,2000,398982.0
河南省焦作市沁阳市,2001,455030.0
河南省焦作市沁阳市,2002,539884.0
河南省焦作市沁阳市,2003,641310.0
河南省焦作市沁阳市,2004,801210.0
河南省焦作市沁阳市,2005,1003853.0
河南省焦作市沁阳市,2006,1233622.0
河南省焦作市沁阳市,2007,1551784.0
河南省焦作市沁阳市,2008,1926513.0
河南省焦作市沁阳市,2009,1950810.0
河南省焦作市沁阳市,2010,2339567.0
河南省焦作市沁阳市,2011,2721044.0
河南省焦作市沁阳市,2012,3005767.0
